Rotor_X,Rotor_Y,Rotor_Z
-0.014878276393775479,-0.009421682057308872,0.034954500052653444
-0.015083302294376289,-0.009300070839658453,0.034954500052653444
-0.015163869023475787,-0.009236188522141349,0.034954500052653444
-0.015224326705766603,-0.009181669957661525,0.034954500052653444
-0.015273841359677158,-0.009130468866999478,0.034954500052653444
-0.015316609428158367,-0.009081785391139059,0.034954500052653444
-0.01535443436165866,-0.009034435260992428,0.034954500052653444
-0.015388005225966313,-0.00898698977245111,0.034954500052653444
-0.015418812057793455,-0.008940726210382942,0.034954500052653444
-0.015446741486115427,-0.008894086491740288,0.034954500052653444
-0.015472081801331899,-0.008846812144900467,0.034954500052653444
-0.015495637426934038,-0.008799889163710122,0.034954500052653444
-0.015517234871194607,-0.00875241599804856,0.034954500052653444
-0.015536730650333667,-0.00870374518540755,0.034954500052653444
-0.015554650563641127,-0.008654663276000209,0.034954500052653444
-0.015571061631811713,-0.008605040170282532,0.034954500052653444
-0.015585884018709745,-0.008554513370044875,0.034954500052653444
-0.015599157343454536,-0.008503018822694592,0.034954500052653444
-0.015610910385112703,-0.00845049779154819,0.034954500052653444
-0.01562116150549243,-0.008396896537006036,0.034954500052653444
-0.015629894205322105,-0.008342115570450885,0.034954500052653444
-0.01563716892763087,-0.008286217046230195,0.034954500052653444
-0.015643008350165848,-0.008229195668406129,0.034954500052653444
-0.015647266611179753,-0.008170747077711435,0.034954500052653444
-0.015650031353504682,-0.008111024220949782,0.034954500052653444
-0.015651280847963505,-0.008049973029696726,0.034954500052653444
-0.015650987928727385,-0.007987533844803546,0.034954500052653444
-0.015649129623214506,-0.007923667991779484,0.034954500052653444
-0.015645682598109147,-0.00785833574686141,0.034954500052653444
-0.015640536705264683,-0.007791355849902112,0.034954500052653444
-0.015633341900546358,-0.00772216405124037,0.034954500052653444
-0.015624849033521584,-0.007652109802141393,0.034954500052653444
-0.01561459760824579,-0.007580362349681362,0.034954500052653444
-0.015601904746308534,-0.007505828583408496,0.034954500052653444
-0.015588034925148117,-0.0074307207761341474,0.034954500052653444
-0.015571661783066652,-0.007352795736745715,0.034954500052653444
-0.015553721792295123,-0.007273699709618092,0.034954500052653444
-0.015533257369527376,-0.00719188370926392,0.034954500052653444
-0.015511204697933227,-0.0071089472612059,0.034954500052653444
-0.015486327616578213,-0.007022932827455801,0.034954500052653444
-0.015459608111765008,-0.006935519640808401,0.034954500052653444
-0.015430580423689876,-0.006845980051665458,0.034954500052653444
-0.015398958829219982,-0.006753952228099015,0.034954500052653444
-0.015364734598420342,-0.0066595326607914555,0.034954500052653444
-0.015328150250700364,-0.006563167644920771,0.034954500052653444
-0.015288885366546713,-0.00646443423193216,0.034954500052653444
-0.015246863188577077,-0.006363314320253311,0.034954500052653444
